loan_id,customer_id,start_date,principal,interest_rate_annual,term_months,status,delinquency_bucket,npl_flag
L501276,C100941,2023-01-12,500.0,0.133,36,current,0-30,0
L501277,C106180,2023-09-01,500.0,0.156,24,current,31-60,0
L501278,C103097,2023-09-12,500.0,0.122,12,current,0-30,0
L501279,C106131,21/12/2023,500.0,0.102,12,paid_off,0-30,0
L501280,C101765,2025-09-01,500.0,0.136,18,default,>90,1
L501281,C102248,2022-04-10,500.0,0.086,24,delinquent ,31-60,0
L501282,C104775,04/01/2023,500.0,0.131,24,delinquent,31-60,0
L501283,C100947,2024-09-17,500.0,,36,current,0-30,0
L501284,C103048,2023-04-29,500.0,0.158,24,current,0-30,0
L501285,C103648,2022-03-05,500.0,0.138,12,paid_off,0-30,0
L501286,C100605,2024-08-24,500.0,0.166,12,current,0-30,0
L501287,C103847,2025-07-19,500.0,0.106,6,current,0-30,0
L501288,C103273,2023-07-27,500.0,0.154,12,current,31-60,0
L501289,C107667,10/03/2022,500.0,0.107,48,current,0-30,0
L501290,C105196,2025-09-24,500.0,0.161,12,paid_off,0-30,0
L501291,C100685,2022-08-12,500.0,0.099,12,paid_off,0-30,0
L501292,C100544,2023-10-09,500.0,0.103,36,default,>90 ,1
L501293,C103051,10/03/2023,500.0,0.146,18,current,0-30,0
L501294,C107020,28/11/2024,500.0,0.095,18,current,0-30,0
L501295,C106227,2022-04-29,500.0,0.115,12,current,0-30,0
L501296,C104138,2025-06-09,500.0,0.125,36,current,0-30,0
L501297,C105364,2025-04-15,500.0,0.098,36,current,0-30 ,0
L501298,C107757,2024-04-20,500.0,0.113,12, current,31-60,0
L501299,C106850,2023-11-19,500.0,0.091,12,current,0-30,0
L501300,C104831,2025-07-06,500.0,0.132,6,default,charge-off,1
L501301,C100599,2022-10-18,500.0,0.137,12,current,0-30,0
L501302,C102350,2025-06-18,500.0,0.102,48,current,0-30,0
L501303,C105530,07/12/2022,500.0,0.133,48,current,0-30,0
L501304,C101287,2024-04-08,500.0,0.132,12,delinquent,31-60,0
L501305,C104211,2024-07-15,500.0,0.074,12,paid_off,0-30,0
L501306,C101487,2023-08-16,500.0,0.095,18,current,0-30,0
L501307,C102624,2024-12-19,500.0,0.126,12,current,0-30,0
L501308,C104834,06/06/2024,500.0,0.143,24,current,0-30,0
L501309,C106102,2025-05-22,500.0,0.08,12,current,0-30,0
L501310,C101662,2023-10-27,500.0,0.137,12,paid_off,0-30,0
L501311,C106364,2024-11-06,500.0,0.112,6,paid_off,0-30,0
L501312,C104190,2024-03-24,500.0,0.097,24,current ,0-30,0
L501313,C102875,2023-09-27,500.0,0.139,24,current,0-30,0
L501314,C104502,2022-04-22,500.0,0.079,12,paid_off,0-30,0
L501315,C107148,20/06/2023,535.93,0.065,6,current,0-30,0
L501316,C106386,2024-07-20,500.0,0.158,18,current,0-30,0
L501317,C107450,2025-08-29,500.0,0.137,36,default,>90,1
L501318,C104104,2022-09-20,500.0,0.123,48,paid_off,0-30,0
L501319,C102279,2025-05-04,500.0,0.113,12,paid_off,0-30,0
L501320,C100914,14/02/2022,500.0,0.127,18,current ,0-30,0
L501321,C102528,05/10/2023,500.0,0.2,12,paid_off,0-30,0
L501322,C106982,2025-06-18,500.0,0.128,18,current,0-30,0
L501323,C101203,2025-01-28,500.0,0.076,12,delinquent,61-90,1
L501324,C100583,2023-04-25,500.0,0.131,12,paid_off,0-30,0
L501325,C100714,2022-09-19,500.0,0.146,36,paid_off,0-30,0
L501326,C103608,2022-10-30,500.0,0.108,24,current,0-30,0
L501327,C106087,07/05/2025,500.0,0.117,12,delinquent,31-60,0
L501328,C106795,2022-09-06,500.0,0.142,6,paid_off,0-30,0
L501329,C100617,2025-05-17,500.0,0.139,12, paid_off,0-30,0
L501330,C102996,2022-07-03,500.0,0.144,24,current,0-30,0
L501331,C101315,2024-05-15,500.0,0.111,12,current,0-30,0
L501332,C103018,2022-03-22,500.0,0.109,12, current,0-30,0
L501333,C101380,2024-05-05,500.0,0.11,48,paid_off,0-30,0
L501334,C103981,2022-06-21,500.0,0.094,12,current,0-30,0
L501335,C106175,2024-10-02,500.0,,18,paid_off,0-30,0
L501336,C100601,2025-02-01,500.0,0.2,12,current,0-30,0
L501337,C102267,2022-06-29,500.0,0.107,24,current,0-30,0
L501338,C101431,17/09/2023,500.0,0.146,24,delinquent,61-90,1
L501339,C102633,22/10/2023,500.0,0.089,36,paid_off,0-30,0
L501340,C100412,2025-05-30,500.0,0.098,12,paid_off,0-30,0
L501341,C104748,2024-04-15,500.0,0.132,12,current,0-30,0
L501342,C101311,2022-02-15,500.0,0.101,18,current,0-30,0
L501343,C105961,2024-08-11,500.0,0.12,18,current,0-30,0
L501344,C101630,05/11/2023,500.0,0.169,18,paid_off,0-30,0
L501345,C100316,01/10/2024,500.0,0.118,24,current,0-30,0
L501346,C102935,2025-06-25,500.0,0.106,36,paid_off,0-30,0
L501347,C106562,2023-04-28,500.0,0.155,18,current,0-30,0
L501348,C102613,2025-07-06,500.0,0.116,12,current,0-30,0
L501349,C103332,2024-11-18,500.0,0.092,12,current,0-30,0
L501350,C107237,20/03/2024,500.0,0.082,12,current,31-60,0
L501351,C106900,2023-09-21,500.0,0.17,12,current,0-30,0
L501352,C104588,2022-01-17,500.0,0.089,18,current,0-30,0
L501353,C107094,27/02/2025,500.0,0.156,24,current,0-30,0
L501354,C105721,2023-01-12,500.0,0.121,24,paid_off,0-30,0
L501355,C106167,2025-03-11,500.0,0.105,12,current,0-30,0
L501356,C105479,2024-08-16,500.0,0.126,24,current,0-30,0
L501357,C105657,2024-11-10,500.0,0.132,6, delinquent,31-60,0
L501358,C101922,05/12/2022,500.0,0.108,6,current,0-30,0
L501359,C103880,2022-08-24,500.0,0.14,36,current,31-60,0
L501360,C100098,23/08/2022,747.25,0.082,6,current,0-30,0
L501361,C107879,29/10/2022,500.0,0.088,18,current,0-30,0
L501362,C100560,2023-04-15,500.0,0.139,48,current,31-60,0
L501363,C100057,2024-06-07,500.0,0.129,12,current,0-30,0
L501364,C100982,2025-04-26,500.0,0.065,24,current,0-30,0
L501365,C106040,2023-12-04,500.0,0.143,48,current,0-30,0
L501366,C105395,2024-12-30,500.0,0.138,12,current,0-30,0
L501367,C102001,2022-09-18,500.0,0.104,6,delinquent ,31-60,0
L501368,C105007,2023-12-01,500.0,0.099,12,paid_off,0-30,0
L501369,C106932,29/09/2025,500.0,0.134,18,current,0-30,0
L501370,C102052,2024-06-06,500.0,0.121,24,current,0-30,0
L501371,C102653,20/01/2022,500.0,0.089,18,current,0-30,0
L501372,C101221,2024-03-04,500.0,0.09,36,current,0-30,0
L501373,C100285,2025-04-20,500.0,0.137,18,current,0-30,0
L501374,C104813,2025-01-18,500.0,0.12,6,delinquent,31-60,0
L501375,C107366,2023-01-24,500.0,0.17,12,current,0-30,0
L501376,C106475,2023-01-28,500.0,0.151,12,default,>90,1
L501377,C106564,2024-11-19,500.0,0.1,24,current,0-30,0
L501378,C100331,2025-05-09,500.0,0.074,36,current,0-30,0
L501379,C106285,27/01/2024,500.0,0.175,12,paid_off,0-30,0
L501380,C106340,2022-03-06,500.0,0.115,18,paid_off,0-30,0
L501381,C100684,2024-03-30,500.0,0.118,36,default,>90,1
L501382,C104199,2022-01-14,500.0,0.139,12,paid_off,0-30,0
L501383,C106144,2023-03-14,500.0,0.064,12,delinquent,61-90 ,1
L501384,C100607,17/05/2025,500.0,0.151,18,paid_off,0-30 ,0
L501385,C106980,12/10/2022,500.0,0.063,36,current,0-30,0
L501386,C105120,2024-08-07,500.0,0.11,6,paid_off,0-30,0
L501387,C102169,18/04/2024,500.0,0.09,48,current,0-30,0
L501388,C102914,18/08/2023,500.0,0.098,36,current,0-30 ,0
L501389,C105150,2022-03-13,500.0,0.077,18,paid_off ,0-30,0
L501390,C100371,11/10/2022,500.0,0.092,24,current,0-30,0
L501391,C106504,2022-02-23,500.0,0.063,48,current,0-30,0
L501392,C107022,2025-07-24,500.0,0.113,24,current,0-30,0
L501393,C101015,2023-01-20,500.0,0.1,36,delinquent,31-60,0
L501394,C105060,2025-08-16,500.0,0.169,36,default,>90,1
L501395,C104542,2023-02-08,500.0,0.116,18,current,0-30,0
L501396,C103463,2025-03-19,500.0,0.11,18,default,charge-off ,1
L501397,C100860,2024-07-21,500.0,0.082,48,default,charge-off,1
L501398,C107946,2023-01-24,500.0,0.1,12,current,0-30,0
L501399,C105003,2023-03-28,500.0,0.103,24,current,0-30,0
L501400,C100260,2022-10-12,500.0,0.113,12,current,0-30,0
L501401,C103709,2023-01-18,500.0,-0.023,12,current,31-60,0
L501402,C106711,2025-02-13,500.0,0.158,18,default,charge-off,1
L501403,C104917,27/01/2025,500.0,0.125,24,current,0-30,0
L501404,C103311,25/11/2022,500.0,0.08,12,current,0-30,0
L501405,C103864,2022-03-09,500.0,0.119,18,current,0-30,0
L501406,C102646,2023-05-16,500.0,0.082,12,current,0-30,0
L501407,C101787,2025-03-06,500.0,0.161,24,current,0-30,0
L501408,C100935,20/08/2023,500.0,0.074,36,paid_off,0-30,0
L501409,C104907,2024-02-17,500.0,0.046,12,paid_off,0-30,0
L501410,C100853,2025-02-08,500.0,0.138,6,current,0-30 ,0
L501411,C101503,2022-08-07,500.0,0.138,24,current,0-30,0
L501412,C103602,2022-07-11,500.0,0.11,12,current,31-60,0
L501413,C104896,2024-09-14,500.0,0.116,36,current,0-30,0
L501414,C107327,2025-01-11,500.0,0.187,6,paid_off,0-30,0
L501415,C106953,2022-07-12,500.0,0.066,36,current,0-30,0
L501416,C104828,01/04/2022,500.0,0.125,18,current,0-30,0
L501417,C101650,2025-06-15,500.0,0.138,24,delinquent,61-90,1
L501418,C104345,2022-10-11,500.0,0.078,48,current,0-30,0
L501419,C105566,2022-11-17,500.0,0.133,24,current,31-60,0
L501420,C107665,2022-04-12,500.0,0.1,6,current,0-30,0
L501421,C105779,2022-02-28,500.0,0.118,18,current,0-30,0
L501422,C100250,2025-05-22,500.0,0.113,12,paid_off,0-30,0
L501423,C104658,2022-12-31,500.0,0.11,12,paid_off,0-30,0
L501424,C106353,2024-11-24,500.0,0.126,24,paid_off,0-30,0
L501425,C106885,2024-04-26,500.0,0.168,18,current,0-30 ,0
L501426,C102621,2022-01-11,500.0,0.123,12,current,0-30,0
L501427,C107774,2024-02-18,500.0,0.12,12,current,0-30,0
L501428,C107159,2024-10-04,500.0,0.099,36,paid_off,0-30,0
L501429,C104102,2023-08-25,500.0,0.101,6,delinquent,31-60,0
L501430,C103973,2024-07-26,500.0,0.104,12,paid_off,0-30,0
L501431,C106051,15/04/2022,500.0,0.118,12,DELINQUENT,31-60,0
L501432,C103409,2024-08-03,500.0,0.147,6,current,0-30,0
L501433,C100325,2022-11-02,500.0,0.102,12,delinquent,61-90,1
L501434,C101716,2023-10-18,500.0,0.076,12,current,0-30,0
L501435,C105216,2023-03-18,500.0,0.117,12,current,31-60,0
L501436,C104852,27/06/2024,500.0,0.121,12,current,0-30,0
L501437,C101445,2022-07-08,500.0,0.127,48,current,0-30,0
L501438,C104101,2022-12-21,500.0,0.119,36,default,>90,1
L501439,C107852,2025-03-17,500.0,0.091,6,current,0-30,0
L501440,C107789,2022-10-27,500.0,0.123,18,current,0-30,0
L501441,C103585,2025-03-09,500.0,0.132,24,delinquent,31-60,0
L501442,C106416,2023-08-15,500.0,0.162,18,default,>90,1
L501443,C104183,2025-08-16,500.0,0.1,12,current,0-30,0
L501444,C107424,2023-04-18,500.0,0.094,12,current,0-30,0
L501445,C105766,2022-03-15,500.0,0.082,36,PAID_OFF,0-30,0
L501446,C101779,2024-12-05,500.0,0.13,12,current,31-60,0
L501447,C107115,2022-07-21,500.0,0.139,36,current,0-30,0
L501448,C103267,2022-09-09,500.0,0.136,12,current,31-60,0
L501449,C104750,2022-04-04,500.0,0.139,24,current,31-60,0
L501450,C102176,26/02/2024,500.0,0.136,12,current,0-30,0
L501451,C107436,2022-09-01,500.0,0.189,24,current,0-30,0
L501452,C107539,2023-06-13,500.0,0.106,12,current,0-30,0
L501453,C103435,2024-01-23,500.0,0.16,6,paid_off,0-30,0
L501454,C103728,2024-08-10,500.0,0.11,12,paid_off,0-30,0
L501455,C105821,17/05/2022,500.0,0.12,6,current,0-30,0
L501456,C102808,10/03/2022,500.0,0.091,6,current,0-30,0
L501457,C101951,2022-03-15,500.0,0.152,12,current,31-60,0
L501458,C100118,2024-09-28,500.0,0.145,12,paid_off,0-30,0
L501459,C102867,2022-09-10,500.0,0.133,12,paid_off,0-30,0
L501460,C104756,14/10/2023,500.0,0.112,24,current,0-30,0
L501461,C103902,2022-09-28,500.0,0.108,12,current,31-60,0
L501462,C100279,2025-01-30,500.0,0.11,12,current,0-30,0
L501463,C104238,2022-12-31,500.0,0.139,6,current,0-30,0
L501464,C103288,2025-06-09,500.0,0.165,36,current,0-30,0
L501465,C101392,2025-08-11,500.0,0.09,24,default,>90,1
L501466,C104143,2022-05-18,500.0,0.134,24,delinquent,31-60,0
L501467,C107642,16/07/2022,500.0,,12,current,0-30,0
L501468,C102886,2023-09-10,500.0,0.095,12,delinquent,31-60,0
L501469,C102214,06/02/2024,500.0,0.104,18,current,0-30,0
L501470,C103271,2025-05-09,500.0,0.092,12,delinquent,31-60,0
L501471,C107154,2024-12-21,500.0,0.163,12,current,0-30,0
L501472,C104479,2025-09-04,500.0,0.132,36,paid_off,0-30,0
L501473,C100921,2023-05-22,500.0,0.102,12,current,0-30,0
L501474,C106288,2024-09-19,500.0,0.169,6,current,0-30,0
L501475,C101481,04/01/2023,500.0,0.092,12,current,0-30,0
L501476,C105264,20/09/2023,500.0,0.096,12,current,0-30,0
L501477,C103951,03/08/2022,500.0,0.14,6,current,0-30,0
L501478,C106769,24/04/2023,500.0,0.113,12,CURRENT,0-30,0
L501479,C103027,03/04/2024,500.0,0.111,6,current,0-30,0
L501480,C105090,2024-11-29,500.0,0.048,12,current,31-60,0
L501481,C107452,15/11/2023,500.0,0.046,18,current,0-30,0
L501482,C104015,18/02/2024,500.0,0.155,36,current,0-30,0
L501483,C104087,2023-02-20,500.0,0.091,6,current,0-30,0
L501484,C103353,2024-02-29,500.0,0.139,24,current,0-30,0
L501485,C104746,2023-07-21,500.0,0.201,48,paid_off,0-30,0
L501486,C105414,08/09/2023,500.0,0.182,12,current,0-30,0
L501487,C101502,2022-07-11,500.0,0.104,24,paid_off,0-30,0
L501488,C103744,2022-09-05,500.0,0.103,18,paid_off,0-30,0
L501489,C101305,2024-05-18,500.0,0.156,12, paid_off,0-30,0
L501490,C100496,2023-11-19,500.0,,36,paid_off,0-30,0
L501491,C100661,04/04/2023,500.0,0.082,18,current,0-30,0
L501492,C107417,25/06/2024,500.0,0.11,24,CURRENT,0-30,0
L501493,C100579,2024-07-31,500.0,0.121,12,paid_off,0-30,0
L501494,C101121,2022-05-19,500.0,0.101,18,current,0-30,0
L501495,C106015,2024-01-02,500.0,0.121,48,current,0-30,0
L501496,C104562,2025-09-02,500.0,0.088,24,current,0-30,0
L501497,C103269,2023-09-05,500.0,0.161,24,current,0-30,0
L501498,C106158,2022-03-09,500.0,0.112,48,current,0-30,0
L501499,C103970,2023-11-09,500.0,0.131,48,paid_off,0-30,0
L501500,C107974,2023-11-02,500.0,0.11,18,current,0-30,0
L501501,C106919,2022-10-23,500.0,0.113,12,paid_off,0-30,0
L501502,C101613,2023-05-08,500.0,0.112,12,current,0-30,0
L501503,C100590,2025-04-29,500.0,0.098,12,paid_off, 0-30,0
L501504,C107070,2023-07-07,500.0,0.128,24,paid_off,0-30,0
L501505,C102258,2023-02-06,500.0,0.111,12,current,0-30,0
L501506,C102313,2022-09-26,500.0,0.077,12,paid_off,0-30,0
L501507,C101947,2022-02-09,500.0,0.137,12,current,0-30,0
L501508,C101644,2025-04-04,500.0,0.115,12,current,0-30,0
L501509,C104333,06/06/2022,500.0,0.079,48,paid_off,0-30,0
L501510,C105935,2022-06-26,500.0,0.164,36,current,0-30,0
L501511,C107779,2024-01-05,500.0,0.167,18,delinquent,31-60,0
L501512,C105581,2025-06-27,500.0,0.156,12,current,0-30,0
L501513,C105600,2024-10-29,500.0,0.143,12,current,0-30,0
L501514,C104208,15/11/2022,500.0,0.161,24,current,0-30,0
L501515,C100334,2024-04-27,500.0,0.145,12,current,0-30,0
L501516,C107118,2024-07-13,500.0,0.104,36,paid_off,0-30,0
L501517,C102710,01/08/2024,500.0,0.115,18,paid_off,0-30,0
L501518,C105771,2022-07-15,500.0,0.152,48,current,0-30,0
L501519,C102173,2022-05-22,500.0,0.128,48,paid_off,0-30,0
L501520,C104563,2023-03-10,500.0,0.142,24,current,0-30,0
L501521,C104927,2023-10-06,500.0,0.138,18,current,0-30,0
L501522,C101594,2025-09-06,500.0,0.039,12,paid_off,0-30,0
L501523,C107748,2022-07-14,500.0,0.167,24,current,0-30,0
L501524,C101391,2022-05-15,500.0,0.133,18,default,>90,1
L501525,C106551,2024-06-24,500.0,0.12,12,delinquent,31-60,0
L501526,C105292,11/07/2022,500.0,0.147,48,current,0-30,0
L501527,C103249,2024-06-13,500.0,0.109,24,current,31-60,0
L501528,C104122,2025-05-11,500.0,0.106,24,current,31-60,0
L501529,C107866,2024-03-05,500.0,0.093,6,paid_off ,0-30,0
L501530,C104719,2022-11-12,500.0,,24,paid_off,0-30,0
L501531,C100438,2024-06-07,500.0,0.183,18,current,0-30,0
L501532,C106888,2022-06-30,500.0,0.087,48,current,0-30,0
L501533,C103246,2025-09-14,500.0,0.125,24,current,0-30,0
L501534,C107906,04/12/2022,500.0,0.134,12,current,0-30,0
L501535,C104513,2023-04-03,500.0,0.129,36,current,0-30,0
L501536,C103542,2022-09-18,500.0,0.091,36,default,charge-off,1
L501537,,2025-08-30,500.0,0.138,48,current,0-30,0
L501538,C107823,18/10/2024,500.0,0.105,12,current,0-30,0
L501539,C102601,2025-08-29,500.0,0.145,12,current,31-60,0
L501540,C104110,2022-12-19,500.0,0.097,18,current,0-30,0
L501541,C103196,2022-07-03,500.0,0.119,12,current,0-30,0
L501542,C100640,23/05/2023,500.0,0.111,36,paid_off,0-30,0
L501543,C107620,2022-11-27,500.0,0.151,18,current,31-60,0
L501544,C104624,2022-02-25,500.0,0.159,18,current,0-30,0
L501545,C106029,30/10/2023,500.0,0.13,6,delinquent,31-60,0
L501546,C100662,2022-06-07,500.0,0.095,12,current,0-30,0
L501547,C106317,2022-01-04,500.0,0.167,24,paid_off,0-30,0
L501548,C100679,03/04/2024,500.0,0.068,36,current,0-30,0
L501549,C102564,2023-02-21,500.0,0.049,12,current,31-60,0
L501550,C104428,2024-09-02,500.0,0.067,36,delinquent,31-60,0
L501551,C100332,2025-03-03,500.0,0.12,18,current,31-60,0
L501552,C106959,2022-11-08,500.0,0.129,6,paid_off,0-30,0
L501553,C103533,2025-04-19,500.0,0.111,24,current,0-30,0
L501554,C104556,17/07/2025,500.0,0.135,24,paid_off,0-30,0
L501555,C100257,2022-09-04,500.0,0.147,12,current,0-30,0
L501556,C107969,2023-01-15,500.0,0.153,12,default,>90,1
L501557,C103551,2025-02-27,500.0,0.079,24,current,0-30,0
L501558,C101577,2025-08-12,500.0,0.076,18,current,0-30,0
L501559,C107025,2024-10-23,500.0,0.095,18,current,0-30,0
L501560,C107656,2022-06-22,500.0,0.097,12,delinquent,61-90,1
L501561,C103574,2025-06-10,500.0,0.055,36,paid_off,0-30,0
L501562,C104795,2025-07-31,500.0,0.132,24,paid_off,0-30,0
L501563,C103541,2024-11-04,500.0,0.05,18,current,0-30,0
L501564,C102955,2022-09-01,500.0,0.147,12,paid_off,0-30,0
L501565,C102242,2022-03-21,500.0,0.147,6,current,31-60,0
L501566,C103245,2022-05-03,500.0,0.153,24,current,0-30 ,0
L501567,C107995,14/04/2023,500.0,0.159,48,current,0-30,0
L501568,C107908,2024-03-31,500.0,0.062,48,current,31-60,0
L501569,C100341,2023-12-26,500.0,0.038,12,current,0-30,0
L501570,C101443,2025-04-05,500.0,0.154,6,paid_off,0-30,0
L501571,C104131,2022-12-20,500.0,0.132,36,current,0-30,0
L501572,C105948,30/06/2023,500.0,0.089,36,current,0-30,0
L501573,C107110,2023-03-28,500.0,0.071,18,current,0-30,0
L501574,C106280,2023-03-15,500.0,0.076,12,paid_off,0-30,0
L501575,C104480,08/07/2025,500.0,0.157,24,paid_off,0-30,0
L501576,C104267,19/08/2023,500.0,0.142,12,current,0-30,0
L501577,C103651,2022-08-09,500.0,0.183,12,current,0-30,0
L501578,C101156,2023-08-06,500.0,0.081,18,current,31-60,0
L501579,C100227,2024-08-15,500.0,0.095,24,current,0-30,0
L501580,C101280,2023-11-29,500.0,0.095,24,current,0-30,0
L501581,C107650,2024-10-30,500.0,0.117,18,paid_off,0-30,0
L501582,C102991,2023-03-12,500.0,0.118,24,paid_off,0-30,0
L501583,C101252,2025-09-24,500.0,0.132,36,paid_off,0-30,0
L501584,C100881,2022-01-26,500.0,0.1,12,paid_off,0-30,0
L501585,C106697,07/07/2022,500.0,0.111,48,delinquent,31-60,0
L501586,C102171,2024-12-10,523.04,0.146,6,current ,0-30,0
L501587,C102007,05/05/2023,500.0,0.153,12,current,0-30,0
L501588,C103066,2022-06-09,500.0,0.101,36,current,0-30,0
L501589,C101771,2024-02-03,500.0,0.192,6,paid_off,0-30,0
L501590,C105812,2024-09-12,500.0,0.164,12,paid_off,0-30,0
L501591,C104847,13/07/2022,500.0,0.132,18,paid_off,0-30,0
L501592,C107438,2023-04-06,500.0,0.149,12,current,0-30,0
L501593,C102523,2024-12-16,500.0,0.106,18,paid_off,0-30 ,0
L501594,C104079,2022-11-27,500.0,0.114,18,paid_off,0-30,0
L501595,C107524,2023-07-12,500.0,0.154,12,current,0-30,0
L501596,C102954,11/09/2023,500.0,0.085,24,current,0-30,0
L501597,C101463,2022-08-21,500.0,0.099,12,current,0-30,0
L501598,C102852,18/02/2024,500.0,,36,current,0-30,0
L501599,C106008,2022-09-11,500.0,0.086,24,current,0-30,0
L501600,C104100,2023-06-22,500.0,0.083,24, current,0-30,0
L501601,C101867,2025-08-31,500.0,0.113,6,current,0-30,0
L501602,C107569,2022-04-14,500.0,0.131,12,default,>90,1
L501603,C105783,2023-07-18,500.0,0.126,36,current,0-30,0
L501604,C104883,30/06/2025,500.0,0.08,6,current,0-30,0
L501605,C106756,2023-03-02,500.0,0.122,18,current,0-30,0
L501606,C100896,2022-01-30,500.0,0.167,18,current,0-30,0
L501607,C100868,2024-05-20,500.0,0.134,36,default,charge-off,1
L501608,C104019,2023-01-09,500.0,0.105,6,paid_off,0-30,0
L501609,C100613,16/06/2023,500.0,0.122,6,current,0-30,0
L501610,C100629,05/11/2023,500.0,0.052,12,current,0-30,0
L501611,C104898,2022-12-02,500.0,0.077,36,delinquent,31-60,0
L501612,C100041,2022-03-08,500.0,0.089,6,paid_off, 0-30,0
L501613,C105921,2025-02-28,500.0,0.099,12,paid_off,0-30,0
L501614,C101103,2022-07-07,500.0,0.204,24,delinquent,61-90,1
L501615,C104290,17/03/2023,500.0,0.107,24,current,0-30,0
L501616,C103535,2024-09-06,500.0,0.102,36,paid_off,0-30,0
L501617,C106277,2024-09-21,500.0,0.124,18,paid_off,0-30,0
L501618,C100293,26/06/2023,500.0,0.136,6,current,0-30,0
L501619,C106449,2022-06-08,500.0,0.127,6,paid_off,0-30,0
L501620,C105432,20/09/2023,500.0,0.094,24,current,0-30,0
L501621,C105015,2023-02-12,500.0,0.133,12,delinquent,61-90,1
L501622,C106762,08/08/2024,500.0,0.123,18,current,0-30,0
L501623,C107081,2024-04-16,500.0,0.143,36,CURRENT,0-30,0
L501624,C105473,2024-11-03,500.0,0.144,36,current,0-30,0
L501625,C102923,2025-09-13,500.0,0.137,24,current,0-30,0
L501626,C104006,2024-01-26,500.0,0.108,12,current,0-30,0
L501627,C103217,2023-10-08,500.0,0.101,12,current,0-30,0
L501628,C105942,2023-12-07,500.0,0.096,12,paid_off,0-30,0
L501629,C107308,2023-02-18,500.0,0.064,12,current,0-30,0
L501630,C100836,2023-11-01,500.0,0.113,36,current,0-30,0
L501631,C107550,04/03/2024,500.0,0.081,18,current,0-30,0
L501632,C107991,2023-03-06,500.0,0.156,24,current,0-30,0
L501633,C105604,2023-12-07,500.0,0.147,18,delinquent,31-60,0
L501634,C100336,2024-10-11,500.0,0.122,12,current,0-30,0
L501635,C101633,2024-07-19,500.0,0.136,6,current,0-30,0
L501636,C107662,2024-08-16,500.0,0.16,18,paid_off,0-30,0
L501637,C101668,2022-03-20,500.0,0.122,24,current,0-30,0
L501638,C101529,2023-09-21,500.0,0.122,36,current,0-30,0
L501639,C101743,2025-08-26,500.0,0.099,12,current,0-30,0
L501640,C103187,2025-04-12,500.0,0.147,12,delinquent,31-60,0
L501641,C105557,2025-07-18,500.0,0.111,18,paid_off,0-30,0
L501642,C102188,2022-07-23,500.0,0.102,24,current,0-30,0
L501643,C103865,04/08/2023,500.0,0.114,36,current,0-30,0
L501644,C102403,2025-01-19,500.0,0.137,6,delinquent,61-90,1
L501645,C107349,2025-04-25,500.0,0.111,18,paid_off,0-30,0
L501646,C104586,2022-04-22,500.0,0.097,24,paid_off,0-30,0
L501647,C100264,2023-03-29,500.0,0.109,24,current,31-60,0
L501648,C102916,2023-07-17,500.0,0.137,48,delinquent,61-90,1
L501649,C101374,2024-07-22,500.0,0.089,36,current,0-30,0
L501650,C101167,04/12/2022,500.0,0.113,18,current,0-30,0
